id,title,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix
star_trek_nemesis,Star Trek: Nemesis,49,38,PG-13,"['Sci-Fi Action Peril', 'Scene of Sexual Content', 'Sci-Fi Action Violence']",2002-12-13,2003-05-20,117,"Sci-fi, Adventure",English,Stuart Baird,"Rick Berman,Brent Spiner,John Logan",$500.0K,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR"
reel_injun,Reel Injun,85,88,NA,NA,NA,2011-11-22,86,Documentary,English,Neil Diamond,"Neil Diamond,Catherine Bainbridge,Jeremiah Hayes",NA,NA,NA
only_yesterday_1991,Only Yesterday,80,100,NA,NA,2016-01-01,2016-07-05,118,"Drama, Anime",Japanese,Isao Takahata,"Isao Takahata,David Freedman",NA,GKIDS,NA
pork_pie,Pork Pie,78,100,NA,NA,NA,2018-03-06,105,"Comedy, Action, Crime, Drama",English (Australia),Matt Murphy,Matt Murphy,NA,NA,NA
good_fairy,The Good Fairy,85,86,NA,NA,NA,2007-06-11,90,"Romance, Comedy",English,William Wyler,NA,NA,NA,NA
branded_2012,Branded,24,9,R,"['Language', 'Some Sexual Content']",2012-09-07,2013-01-15,106,"Sci-fi, Mystery & thriller",English,"Jamie Bradshaw,Alexander Doulerain","Jamie Bradshaw,Alexander Doulerain",$342.8K,Roadside Attractions,NA
mister-frost,Mister Frost,63,33,NA,NA,NA,NA,92,Horror,English,Philippe Setbon,NA,NA,NA,Surround
dry_white_season,A Dry White Season,76,82,NA,NA,1989-09-20,2005-11-08,97,"Drama, Mystery & thriller",English,Euzhan Palcy,"Colin Welland,Euzhan Palcy",$3.3M,Metro-Goldwyn-Mayer,Surround
a_separate_peace,A Separate Peace,43,60,NA,NA,NA,2006-03-07,92,Drama,German,Peter Yates,Wendy Kesselman,NA,NA,NA
paint,Paint,93,92,NA,NA,NA,2020-12-15,95,Comedy,English,Michael Walker,Michael Walker,NA,NA,NA
racing_extinction,Racing Extinction,82,82,NA,NA,2015-09-18,2016-02-23,94,Documentary,English,Louie Psihoyos,Mark Monroe,NA,Abramorama,NA
special_id,Special ID,26,56,R,"['Violence', 'Language']",2014-03-07,2014-05-13,99,"Action, Crime, Drama, Mystery & thriller",Chinese,Clarence Fok,Kam-Yuen Szeto,NA,Well Go USA,NA
detective_byomkesh_bakshy_2015,Detective Byomkesh Bakshy,78,64,NA,NA,2015-04-03,2015-12-16,135,Mystery & thriller,Hindi,Dibakar Banerjee,NA,$579.1K,Yash Raj Films,NA
daytrippers,The Daytrippers,74,73,NA,NA,NA,2016-04-19,88,Comedy,English,Greg Mottola,NA,$2.1M,NA,NA
the_body_remembers_when_the_world_broke_open,The Body Remembers When the World Broke Open,58,97,NA,NA,2019-11-29,2019-11-27,105,Drama,English,"Elle-Maija Tailfeathers,Kathleen Hepburn","Kathleen Hepburn,Elle-Maija Tailfeathers",NA,Array Releasing,NA
man_who_never_was,The Man Who Never Was,84,100,NA,NA,NA,2005-06-07,103,"Drama, War",English (United Kingdom),Ronald Neame,"Nigel Balchin,Ewen Montagu",NA,NA,NA
let_him_go,Let Him Go,76,84,R,['Violence'],2020-11-06,2020-11-24,114,"Drama, Mystery & thriller",English,Thomas Bezucha,Thomas Bezucha,$9.4M,Focus Features,Dolby Digital
babe_pig_in_the_city,Babe: Pig in the City,41,65,NA,NA,1998-11-25,2005-02-01,97,"Kids & family, Comedy, Drama, Fantasy",English,George Miller,"George Miller,Judy Morris,Mark Lamprell",$18.3M,Universal Pictures,"Dolby SR, DTS, SDDS, Surround, Dolby A, Dolby Digital"
rhapsody_in_blue,Rhapsody in Blue,60,20,NA,NA,1945-09-22,2011-11-08,139,Biography,English,Irving Rapper,NA,NA,Warner Bros. Pictures,NA
papadopoulos_and_sons_2012,Papadopoulos & Sons,52,71,NA,NA,NA,2020-10-15,105,"Comedy, Drama",English,Marcus Markou,Marcus Markou,NA,NA,NA
tall_men,The Tall Men,62,78,NA,NA,1955-09-22,2006-08-15,122,Western,English,Raoul Walsh,"Sydney Boehm,Frank S. Nugent",NA,20th Century Fox,NA
happenstance,Happenstance,74,64,NA,NA,2001-11-02,2012-01-17,90,"Comedy, Drama",French (Canada),Laurent Firode,Laurent Firode,$251.4K,Lot 47 Films,"Surround, Dolby Stereo"
the_northman,The Northman,64,90,R,"['Some Sexual Content', 'Nudity', 'Strong Bloody Violence']",2022-04-22,2022-05-13,137,"Adventure, Action, Mystery & thriller",English,Robert Eggers,"Sjón,Robert Eggers",$34.2M,Focus Features,"Dolby Digital, Dolby Atmos"
a_geisha,A Geisha,94,100,NA,NA,NA,NA,85,Drama,Japanese,Kenji Mizoguchi,"Matsutarô Kawaguchi,Yoshikata Yoda",NA,NA,NA
luck_2022,Luck,68,48,NA,NA,NA,2022-08-05,105,"Kids & family, Comedy, Fantasy, Animation",English,Peggy Holmes,Kiel Murray,NA,NA,NA
hoop_dreams,Hoop Dreams,92,98,NA,NA,1994-10-14,2005-05-10,174,"Documentary, Drama",English,Steve James,"Steve James,Frederick Marx",$7.8M,"Fine Line Features, New Line Home Video [us]",Stereo
10011984-last_song,The Last Song,65,21,PG,"['Sensuality', 'Mild Language', 'Some Violence', 'Thematic Material']",2010-03-31,2010-08-17,108,Drama,English,Julie Anne Robinson,"Nicholas Sparks,Jeff Van Wie",$62.9M,Walt Disney,NA
miss_pettigrew_lives_for_a_day,Miss Pettigrew Lives for a Day,71,78,PG-13,"['Some Partial Nudity', 'Innuendo']",2008-03-07,2008-08-19,92,"Romance, Comedy, Drama",English,Bharat Nalluri,"David Magee,Simon Beaufoy",$12.3M,Focus Features,"Dolby Digital, DTS, Dolby SRD"
otomo,Otomo,83,100,NA,NA,NA,2006-11-28,85,Drama,German,Frieder Schlaich,"Klaus Pohl,Frieder Schlaich",NA,NA,Surround
machine_gun_mccain,Machine Gun McCain,38,80,NA,NA,NA,2010-08-24,94,"Crime, Drama",English,Giuliano Montaldo,NA,NA,NA,NA
fighting_tommy_riley,Fighting Tommy Riley,53,63,R,"['Language', 'Some Sexual Content']",2005-05-06,2010-02-02,110,Drama,English,Eddie O'Flaherty,J.P. Davis,$5.2K,Freestyle Releasing,NA
married_to_the_mob,Married to the Mob,49,90,NA,NA,1988-08-19,2000-06-13,103,Comedy,English,Jonathan Demme,"Barry Strugatz,Mark R. Burns",$19.7M,"Orion Pictures, MGM/UA Home Entertainment Inc.",NA
love_affair_1994,Love Affair,68,28,NA,NA,NA,2002-01-08,108,Romance,English,Glenn Gordon Caron,NA,NA,NA,"Stereo, Surround"
la_chevre,The Goat,83,50,NA,NA,NA,2007-03-01,93,"Comedy, Adventure, Crime, Drama",French (France),Francis Veber,Francis Veber,NA,NA,NA
10010113-forgiveness,Forgiveness,71,60,NA,NA,NA,2016-07-08,112,Drama,English,Ian Gabriel,Greg Latter,NA,NA,NA
body_and_soul_1925,Body and Soul,52,86,NA,NA,1925-11-09,2017-02-08,75,Drama,NA,Oscar Micheaux,Oscar Micheaux,NA,Micheaux Film,NA
last_exit_to_brooklyn,Last Exit to Brooklyn,74,67,NA,NA,1989-05-04,2011-10-10,102,Drama,English,Uli Edel,NA,$1.2M,NA,Surround
enron_the_smartest_guys_in_the_room,Enron: The Smartest Guys in the Room,87,97,R,"['Some Nudity', 'Language']",2005-04-22,2006-01-17,113,Documentary,English,Alex Gibney,Alex Gibney,$4.1M,Magnolia Pictures,NA
help_2021_2,Help,89,100,NA,NA,NA,2022-01-31,98,Drama,English (United Kingdom),Marc Munden,Jack Thorne,NA,NA,NA
cool_dry_place,"A Cool, Dry Place",59,54,NA,NA,1996-04-03,2004-06-01,97,Drama,English,John N. Smith,"Michael Grant Jaffe,Matthew McDuffie",NA,20th Century Fox,"Dolby, Surround"
show_dogs,Show Dogs,26,16,PG,"['Some Action', 'Language', 'Suggestive and Rude Humor']",2018-05-18,2018-08-07,92,"Kids & family, Comedy, Adventure",English,Raja Gosnell,"Max Botkin,Marc Hyman",$17.7M,Global Road Entertainment,NA
first_match,First Match,82,85,NA,NA,NA,2018-03-30,102,Drama,English,Olivia Newman,Olivia Newman,NA,NA,NA
kitchen_stories,Kitchen Stories,86,91,PG,['Mild Language'],2003-01-15,2004-12-14,95,"Comedy, Drama",Norwegian,Bent Hamer,NA,$349.3K,IFC Films,Surround
thunderpants,Thunderpants,44,67,NA,NA,NA,2007-07-10,83,Comedy,English,Peter Hewitt,"Phil Hughes,Peter Hewitt",NA,NA,Surround
something_big_1971,Something Big,100,0,PG-13,"['Some Suggestive Content', 'Western Violence']",NA,2012-10-09,108,"Western, Comedy",English,Andrew V. McLaglen,NA,NA,NA,NA
jab_harry_met_sejal,Jab Harry Met Sejal,51,9,NA,NA,2017-08-04,2017-09-07,150,"Romance, Comedy",Hindi,Imtiaz Ali,Imtiaz Ali,$1.3M,Yash Raj Films,NA
gumball_rally,The Gumball Rally,65,36,NA,NA,NA,2002-02-14,106,Comedy,English,Chuck Bail,NA,NA,NA,NA
the_nutty_professor,The Nutty Professor,67,82,NA,NA,NA,2004-10-12,107,Comedy,English,Jerry Lewis,"Jerry Lewis,Bill Richmond",NA,NA,NA
wedding_doll,Wedding Doll,84,80,NA,NA,NA,2016-12-20,82,Drama,English,Nitzan Giladi,Nitzan Giladi,$56.2K,NA,NA
the-power-and-the-glory,The Power and the Glory,56,86,NA,NA,NA,NA,76,Drama,English,William K. Howard,Preston Sturges,NA,NA,NA
on_the_waterfront,On the Waterfront,95,99,NA,NA,1954-07-28,2001-10-23,108,Drama,English,Elia Kazan,"Budd Schulberg,Budd Schulberg",NA,Columbia Pictures,Mono
shame_2011,Shame,75,79,NC-17,['Some Explicit Sexual Content'],2011-12-02,2012-04-17,99,Drama,English,Steve McQueen,"Steve McQueen,Abi Morgan",$4.0M,Fox Searchlight,Dolby Digital
1002531-black_widow,Black Widow,41,54,NA,NA,1987-02-06,2005-12-13,102,"Mystery & thriller, Crime, Drama",English,Bob Rafelson,NA,$22.7M,NA,Surround
jiang_ziya,Jiang Ziya,88,83,NA,NA,2020-10-01,2021-02-09,110,"Fantasy, Adventure, Animation",Chinese,"Teng Cheng,Li Wei",NA,$214.7K,Well Go USA Entertainment,NA
trashed_2012,Trashed,77,87,NA,NA,2012-12-14,2017-05-03,98,Documentary,English,Candida Brady,NA,NA,NA,NA
master_z_ip_man_legacy,Master Z: Ip Man Legacy,48,89,NA,NA,2019-04-12,2019-07-23,108,Action,Chinese,Woo-Ping Yuen,NA,$188.7K,Well Go USA,Dolby Digital
the-beales-of-grey-gardens,The Beales of Grey Gardens,77,71,NA,NA,NA,2016-11-30,90,Documentary,English,"Albert Maysles,David Maysles",NA,NA,NA,NA
memoria_2021,Memoria,42,90,PG,"['Some Thematic Elements', 'Brief Language']",2021-12-26,NA,136,Drama,English,Apichatpong Weerasethakul,"Apichatpong Weerasethakul,Apichatpong Weerasethakul",$52.7K,NEON,NA
texas_chainsaw_massacre_the_next_generation,The Return of the Texas Chainsaw Massacre,18,16,NA,NA,1994-10-07,2003-10-07,102,Horror,English,"Ken Henkel,Kim Henkel",Kim Henkel,$136.3K,NA,NA
death_ship,Death Ship,34,29,NA,NA,NA,2012-11-06,91,Horror,English,Alvin Rakoff,NA,NA,NA,NA
hot_to_trot_2018,Hot to Trot,95,71,NA,NA,2018-08-24,2019-02-05,88,Documentary,English,Gail Freedman,NA,$3.1K,First Run Features,NA
best_night_ever,Best Night Ever,37,0,R,"['Language', 'Graphic Nudity', 'Drug Use', 'Strong Crude & Sexual Content']",2014-01-31,2014-04-08,82,Comedy,English,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer",NA,Magnet Releasing,NA
1018916-show_boat,Show Boat,71,83,NA,NA,1951-07-13,2004-12-02,107,Musical,English,George Sidney,"Edna Ferber,John Lee Mahin",NA,"Metro-Goldwyn-Mayer, Metro-Goldwyn-Mayer Distributing Corp., Warner Home Vídeo",NA
pity,Pity,73,74,NA,NA,NA,NA,97,Comedy,Greek,Babis Makridis,"Babis Makridis,Efthymis Filippou",NA,NA,NA
1008924-greed,Greed,91,96,NA,NA,1924-12-04,2009-01-01,128,Drama,NA,Erich von Stroheim,"Joseph Farnham,June Mathis,Frank Norris,Erich von Stroheim",NA,"Turner Classic Movies (TCM), Metro-Goldwyn-Mayer Distributing Corp.",NA
petes_dragon,Pete's Dragon,60,56,NA,NA,1977-11-03,2009-08-18,134,"Kids & family, Fantasy",English,Don Chaffey,Malcolm Marmorstein,NA,"Walt Disney Home Video [gb], Buena Vista Pictures",Surround
plump-fiction,Plump Fiction,40,0,NA,NA,NA,1999-01-05,82,Comedy,English,Bob Koherr,Bob Koherr,$61.4K,NA,NA
10003276-criminal,Criminal,57,69,R,['Language'],2004-09-10,2012-03-02,87,"Crime, Drama",English,Gregory Jacobs,"Gregory Jacobs,Fabián Bielinsky,Steven Soderbergh",$923.4K,Warner Independent,NA
warum_lauft_herr_r_amok,Why Does Herr R. Run Amok?,77,92,NA,NA,NA,2006-05-30,96,Drama,German,"Rainer Werner Fassbinder,Michael Fengler","Michael Fengler,Rainer Werner Fassbinder",NA,NA,NA
crossing_the_line_2007,Crossing the Line,85,90,NA,NA,NA,2008-01-08,91,Documentary,English,Daniel Gordon,NA,$9.3K,NA,NA
wildcat_2022,Wildcat,87,92,NA,NA,2022-12-21,2022-12-30,106,Documentary,English,"Melissa Lesh,Trevor Beck Frost,Trevor Frost",NA,NA,Amazon Studios,NA
hannah-montanamiley-cyrus-best-of-both-worlds-concert-tour,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,70,71,NA,NA,NA,2008-04-15,82,"Kids & family, Documentary, Music",English,Bruce Hendricks,NA,$65.3M,NA,NA
the_passion_2016,The Passion,73,60,NA,NA,NA,NA,NA,NA,NA,Unknown Director,NA,NA,NA,NA
human_traces,Human Traces,67,86,NA,NA,NA,2018-03-06,87,"Drama, Mystery & thriller",English,Nic Gorman,Nic Gorman,NA,NA,NA
richard_jewell,Richard Jewell,96,77,R,"['Language', 'Brief Bloody Images', 'Some Sexual References']",2019-12-13,2019-12-10,131,Drama,English,Clint Eastwood,Billy Ray,$22.3M,Warner Bros. Pictures,NA
play_it_again_sam,"Play It Again, Sam",89,97,NA,NA,1972-05-04,2013-01-01,87,Comedy,English,Herbert Ross,"Woody Allen,Woody Allen",NA,Paramount Pictures,Mono
1202867-dear_zachary,Dear Zachary: A Letter to a Son About His Father,96,94,NA,NA,2008-10-31,2009-02-24,95,Documentary,English,Kurt Kuenne,Kurt Kuenne,NA,NA,Dolby Digital
une-vraie-jeune-fille-a-real-young-girl-a-real-young-lady,A Real Young Girl,46,71,NA,NA,NA,NA,93,Drama,French (Canada),Catherine Breillat,Catherine Breillat,$15.7K,NA,NA
legion_of_super_heroes,Legion of Super-Heroes,70,60,PG-13,['Some Violence and Language'],NA,2023-02-07,83,"Action, Adventure, Animation",English,Jeff Wamester,Josie Campbell,NA,NA,NA
feel_the_noise,Feel the Noise,42,11,PG-13,"['Sensuality and Innuendos', 'Language', 'Some Drug Use', 'Violence']",2007-10-05,2008-01-29,87,"Drama, Music",English,Alejandro Chomski,Albert Leon,$5.9M,Sony Pictures Entertainment,"SDDS, Dolby SRD, DTS"
the_tollbooth,The Tollbooth,41,13,NA,NA,NA,2008-04-08,85,Comedy,English,Debra Kirschner,NA,NA,NA,NA
joe_the_king,Joe the King,71,68,NA,NA,1999-01-22,2000-02-15,101,Drama,English,Frank Whaley,Frank Whaley,$59.0K,Trimark Pictures,NA
my_new_gun,My New Gun,38,43,NA,NA,NA,2004-09-28,99,"Mystery & thriller, Comedy",English,Stacy Cochran,Stacy Cochran,$10.0K,NA,"Stereo, Surround"
cheetah,Cheetah,55,43,NA,NA,1989-08-18,2002-05-21,83,"Kids & family, Adventure",English,Jeff Blyth,NA,$7.9M,Buena Vista Pictures,"Surround, Stereo"
rewind_this,Rewind This!,74,100,NA,NA,NA,2014-01-14,94,Documentary,English,Josh Johnson,NA,NA,NA,NA
london_to_brighton,London to Brighton,74,67,R,"['Sexual Content', 'Disturbing Violent Content', 'Strong Language']",2008-02-08,2009-08-11,85,Mystery & thriller,English,Paul Andrew Williams,Paul Andrew Williams,NA,NA,NA
1117372-hansel_and_gretel,Hansel & Gretel,50,0,PG,"['Some Crude Humor', 'Thematic Elements']",2002-10-18,2004-11-16,88,"Fantasy, Adventure, Comedy, Drama",English,Gary J. Tunnicliffe,"Jonathan Bogner,Timothy Dolan,Gary J. Tunnicliffe",$148.2K,NA,Surround
drive_2019,Drive,28,0,NA,NA,NA,2019-11-01,147,Action,Hindi,Tarun Mansukhani,Tarun Mansukhani,NA,NA,NA
our_little_sister,Little Sister,83,94,PG,"['Thematic Elements', 'Brief Language']",2016-07-08,2017-03-01,126,Drama,Japanese,Hirokazu Koreeda,Hirokazu Koreeda,$496.2K,Sony Pictures Classics,Dolby Digital
duma,Duma,80,94,PG,['Mild Adventure Peril'],2005-09-30,2006-05-16,100,"Kids & family, Adventure",English,Carroll Ballard,"Carol Flint,Karen Janszen",$860.0K,Warner Bros. Pictures,NA
regeneration_2012,Re: Generation,71,57,NA,NA,2012-02-16,NA,75,Documentary,English,Amir Bar-Lev,NA,NA,D&E Entertainment,NA
1093905-onegin,Onegin,72,48,NA,NA,2000-02-05,NA,106,"History, Drama",English,Martha Fiennes,"Peter Ettedgui,Michael Ignatieff,Aleksandr Pushkin",$183.8K,"Samuel Goldwyn Company, Sterling Home Entertainment","Surround, Stereo"
crimson_gold,Crimson Gold,82,88,NA,NA,2004-02-06,2007-03-01,95,Drama,Persian,Jafar Panahi,"Jafar Panahi,Abbas Kiarostami",$147.8K,Wellspring Cinema,Surround
miami_rhapsody,Miami Rhapsody,26,45,NA,NA,NA,2000-03-14,95,"Romance, Comedy",English,David Frankel,NA,$5.2M,NA,"Surround, Stereo"
the-adventures-of-sharkboy-and-lavagirl-in-3d,The Adventures of Sharkboy and Lavagirl,33,20,PG,"['Rude Humor', 'Mild Action']",2005-06-10,2005-09-20,92,"Kids & family, Adventure, Action, Fantasy",English,Robert Rodriguez,Robert Rodriguez,$39.2M,Miramax Films,"Surround, Dolby SRD, DTS, SDDS"
1008015-fury,The Fury,49,77,NA,NA,1978-03-10,2004-07-13,118,"Mystery & thriller, Horror",English,Brian De Palma,John Farris,NA,20th Century Fox,NA
pierrepoint_the_last_hangman,Pierrepoint: The Last Hangman,85,80,R,"['Nudity', 'Disturbing Images', 'Brief Sexuality']",NA,2007-10-30,94,Drama,English,Adrian Shergold,Jeff Pope,$21.8K,NA,NA
overlord_2018,Overlord,67,82,R,"['Disturbing Images', 'Brief Sexual Content', 'Language', 'Strong Bloody Violence']",2018-11-09,2019-02-05,110,"Horror, Action, Mystery & thriller",English,Julius Avery,"Billy Ray,Mark L. Smith",$21.7M,Paramount Pictures,Dolby Atmos
sweet_home_alabama,Sweet Home Alabama,78,38,PG-13,"['Some Sexual References', 'Some Language']",2002-09-27,2004-01-13,108,"Romance, Comedy",English,Andy Tennant,"Douglas J. Eboch,C. Jay Cox",$127.2M,Touchstone Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital"
volcano,Volcano,75,86,NA,NA,NA,2019-12-08,104,"Comedy, Drama",Ukrainian,Roman Bondarchuk,Alla Tyutyunnik,NA,NA,NA
brother_of_sleep,Brother of Sleep,79,71,NA,NA,NA,NA,128,"Drama, Romance, Musical",German,Joseph Vilsmaier,NA,$8.9K,NA,Surround
1046129-fugitive,The Fugitive,89,96,NA,NA,1993-08-06,1997-03-25,127,"Action, Mystery & thriller",English,Andrew Davis,"Jeb Stuart,David Twohy",$183.8M,Warner Bros. Pictures,Surround
1212694-blind_side,The Blind Side,85,66,PG-13,"['Drug References', 'Brief Violence', 'Sexual References']",2009-11-20,2010-03-23,128,"Drama, Biography",English,John Lee Hancock,John Lee Hancock,$256.0M,Warner Bros.,"SDDS, Dolby Digital, DTS"
crooked_arrows,Crooked Arrows,62,41,PG-13,['Some Suggestive References'],2012-06-01,2012-10-23,105,Drama,English,Steve Rash,"Todd Baird,Brad Riddell",$1.8M,Branded/Peck Entertainment,NA
t2_trainspotting,T2 Trainspotting,78,81,R,"['Graphic Nudity', 'Drug Use', 'Language Throughout', 'Some Violence', 'Strong Sexual Content']",2017-03-17,2017-06-27,117,"Comedy, Drama",English,Danny Boyle,John Hodge,$2.4M,Sony Pictures Entertainment,Dolby Digital
1022314-uncommon_valor,Uncommon Valor,61,60,NA,NA,1983-12-16,2001-05-22,105,"Action, Mystery & thriller",English,Ted Kotcheff,Joe Gayton,NA,Paramount Pictures,"Stereo, Surround"
cobb,Cobb,58,65,NA,NA,NA,2003-09-02,128,Biography,English,Ron Shelton,NA,$648.1K,NA,"Stereo, Surround"
marguerite,Marguerite,72,95,R,"['Brief Graphic Nudity', 'A Scene of Drug Use', 'Sexual Content']",2016-03-11,2016-08-02,129,Comedy,French (France),Xavier Giannoli,"Xavier Giannoli,Marcia Romano",$496.2K,Cohen Media Group,NA
evidence_2013,Evidence,28,6,NA,NA,NA,2013-08-20,93,Mystery & thriller,English,Olatunde Osunsanmi,John Swetnam,NA,NA,NA
shes_gotta_have_it,She's Gotta Have It,72,94,NA,NA,NA,2008-01-15,84,"Romance, Comedy",English,Spike Lee,Spike Lee,$5.0M,NA,NA
paulo_coelhos_best_story,Paulo Coelho's Best Story,50,17,NA,NA,2015-07-31,2015-11-03,112,"Biography, Drama, Music",Portuguese (Brazil),Daniel Augusto,Carolina Kotscho,NA,Music Box Films,NA
favourites_of_the_moon,Favourites of the Moon,71,86,NA,NA,NA,2014-08-12,101,"Crime, Drama, Comedy",French (Canada),Otar Iosseliani,"Gérard Brach,Otar Iosseliani",NA,NA,NA
1021312-three_amigos,Three Amigos!,67,45,NA,NA,1986-12-12,2011-09-09,105,"Western, Comedy",English,John Landis,"Steve Martin,Lorne Michaels,Randy Newman",$36.2M,Orion Pictures,Surround
madame_x,Madame X,50,60,NA,NA,NA,2010-08-02,71,Drama,English,Sam Wood,NA,NA,NA,NA
10006470,Destricted,25,17,NA,NA,NA,2010-11-02,116,Drama,English,"Marina Abramović,Matthew Barney,Marco Brambilla,Larry Clark,Gaspar Noé,Sam Taylor-Johnson",NA,NA,NA,NA
the_invisible_woman_2013,The Invisible Woman,44,75,R,['Some Sexual Content'],2013-12-25,2014-04-15,111,"Drama, Romance",English,Ralph Fiennes,Abi Morgan,$1.2M,Sony Pictures Classics,Dolby Digital
ville_marie,Ville-Marie,26,71,NA,NA,NA,2016-02-09,101,Drama,French (Canada),Guy Édoin,"Jean-Simon DesRochers,Guy Édoin",NA,NA,NA
youth_2014,Youth,69,100,NA,NA,NA,NA,107,Drama,Hebrew,Tom Shoval,Tom Shoval,NA,NA,NA
the_academy_of_muses,Academy of the Muses,89,88,NA,NA,NA,2019-04-29,92,Documentary,Spanish (Spain),Jose Luis Guerin,Jose Luis Guerin,NA,NA,NA
the_beguiled,The Beguiled,48,78,R,['Some Sexuality'],2017-06-30,2017-10-10,94,"History, Drama",English,Sofia Coppola,Sofia Coppola,$10.5M,Focus Features,Dolby Digital
sex_lies_and_videotape,"Sex, Lies, and Videotape",79,96,NA,NA,1989-08-04,2001-08-28,101,Drama,English,Steven Soderbergh,NA,$22.7M,"Miramax Films, Criterion Collection",Surround
drive_my_car,Drive My Car,78,97,NA,NA,2021-11-24,2022-03-02,179,Drama,Japanese,Ryûsuke Hamaguchi,"Ryûsuke Hamaguchi,Takamasa Oe",$2.3M,Sideshow / Janus Films,Dolby Digital
mine_9,Mine 9,75,90,NA,NA,2019-04-12,2020-01-07,83,Drama,English,Eddie Mensore,Eddie Mensore,NA,Ryan Bruce Levey Film Distribution and PR Services,NA
long_time_coming_a_1955_baseball_story,Long Time Coming: A 1955 Baseball Story,75,71,NA,NA,NA,2019-02-05,87,"Documentary, History, Drama",English,Jon Strong,"Ted Haddock,John King,Mike Quinn Jr.,Jon Strong",NA,NA,NA
1038518-raven,The Raven,73,79,NA,NA,NA,2005-09-06,62,Horror,English,Lew Landers,NA,NA,NA,NA
the_ambassador,The Ambassador,75,71,NA,NA,2012-08-29,2016-03-15,93,Documentary,Danish,Mads Brügger,"Mads Brügger,Maja Jul Larsen",NA,Drafthouse Films,NA
we_dont_live_here_anymore,We Don't Live Here Anymore,54,65,R,"['Sexual Content', 'Language']",2004-01-20,2008-12-01,101,Drama,English,John Curran,"Andre Dubus,Larry Gross",$2.0M,Warner Independent,"Dolby Digital, Surround"
in_search_of_fellini,In Search of Fellini,72,89,R,"['Language', 'Sexuality/Nudity']",2017-09-15,2017-12-19,93,"Drama, Adventure",English,Taron Lexton,"Nancy Cartwright,Peter Kjenaas",$10.8K,AMBI Media Group,NA
fauci,Fauci,2,86,PG-13,"['Some Strong Language', 'Thematic Material', 'Some Suggestive Material']",2021-09-10,2021-10-06,105,Documentary,English,"John Hoffman,Janet Tobias",NA,NA,Magnolia Pictures,NA
paper_year,Paper Year,30,71,NA,NA,NA,2018-09-11,89,"Drama, Romance",English,Rebecca Addelman,Rebecca Addelman,NA,NA,NA
the_eagle_huntress,The Eagle Huntress,86,93,NA,NA,2016-11-02,2017-02-07,87,Documentary,English,Otto Bell,NA,$3.2M,Sony Pictures Classics,NA
blot,The Blot,46,100,NA,NA,1921-09-04,NA,78,Drama,NA,Lois Weber,"Marion Orth,Lois Weber",NA,F.B. Warren Corporation,NA
the_housemaid_2018,The Housemaid: Co Hau Gai,33,71,NA,NA,2018-02-16,2018-02-23,105,"Horror, Romance",English,Derek Nguyen,Derek Nguyen,NA,IFC Midnight,NA
material_girls,Material Girls,44,4,PG,"['Rude Humor', 'Language']",2006-08-18,2008-02-05,97,"Comedy, Drama",English,Martha Coolidge,"John Quaintance,Jessica O'Toole,Amy Rardin",$11.4M,Metro-Goldwyn-Mayer,NA
presumed_innocent,Presumed Innocent,67,86,NA,NA,NA,1997-12-16,128,Mystery & thriller,English,Alan J. Pakula,NA,$85.7M,NA,Surround
palo_alto,Palo Alto,49,68,R,"['Drug and Alcohol Use', 'All Involving Teens', 'Pervasive Language', 'Strong Sexual Content']",2014-05-09,2014-09-09,97,Drama,English,Gia Coppola,Gia Coppola,$750.1K,Tribeca Film,NA
the_subtle_art_of_not_giving_a_at_percent,The Subtle Art of Not Giving a #@%!,50,67,R,"['Brief Violent Images', 'Language Throughout']",2023-01-04,2023-01-10,97,"Documentary, Comedy",English,Nathan Price,"Tom Blackwell,Matthew Metcalfe",NA,Universal Pictures,NA
evelyn,Evelyn,77,64,PG,"['Thematic Material', 'Language']",2002-12-13,2010-04-27,93,Drama,English,Bruce Beresford,Paul Pender,$1.4M,United Artists,Surround
in_order_of_disappearance,In Order of Disappearance,81,86,R,"['Language Throughout', 'Bloody Violence']",2016-08-26,2016-12-06,116,"Mystery & thriller, Crime, Drama, Comedy",Norwegian,Hans Petter Moland,Kim Fupz Aakeson,$49.3K,Magnet Releasing,NA
horizon_line,Horizon Line,20,40,PG-13,"['Brief Drug Use', 'Bloody Injury Images', 'Suggestive Material', 'Partial Nudity', 'Smoking', 'Some Strong Language']",NA,2020-12-17,87,"Mystery & thriller, Action, Adventure, Drama",English,Mikael Marcimain,"Josh Campbell,Matthew Stuecken",NA,NA,NA
war_of_the_worlds,War of the Worlds,42,75,PG-13,"['Frightening Sequences', 'Disturbing Images', 'Sci-Fi Violence']",2005-06-29,2005-06-28,116,"Sci-fi, Adventure, Action",English,Steven Spielberg,"H.G. Wells,Josh Friedman,David Koepp",$234.3M,Paramount Pictures,"Surround, Dolby SRD, DTS, SDDS"
